filename,label
000.jpg,1
001.jpg,0
002.jpg,1
003.jpg,0
004.jpg,0
005.jpg,1
006.jpg,1
007.jpg,1
008.jpg,0
009.jpg,0
010.jpg,1
011.jpg,0
012.jpg,1
013.jpg,0
014.jpg,0
015.jpg,1
016.jpg,1
017.jpg,1
018.jpg,1
019.jpg,0
020.jpg,1
021.jpg,1
022.jpg,1
023.jpg,0
024.jpg,0
025.jpg,0
026.jpg,1
027.jpg,0
028.jpg,1
029.jpg,0
030.jpg,0
031.jpg,0
032.jpg,0
033.jpg,0
034.jpg,1
035.jpg,1
036.jpg,0
037.jpg,1
038.jpg,0
039.jpg,1
040.jpg,1
041.jpg,0
042.jpg,0
043.jpg,0
044.jpg,1
045.jpg,1
046.jpg,0
047.jpg,1
048.jpg,1
049.jpg,0
050.jpg,0
051.jpg,1
052.jpg,0
053.jpg,0
054.jpg,0
055.jpg,1
056.jpg,0
057.jpg,0
058.jpg,1
059.jpg,1
060.jpg,0
061.jpg,0
062.jpg,1
063.jpg,0
064.jpg,0
065.jpg,0
066.jpg,0
067.jpg,0
068.jpg,0
069.jpg,0
070.jpg,1
071.jpg,1
072.jpg,0
073.jpg,1
074.jpg,1
075.jpg,0
076.jpg,0
077.jpg,0
078.jpg,0
079.jpg,0
080.jpg,1
081.jpg,0
082.jpg,0
083.jpg,1
084.jpg,1
085.jpg,1
086.jpg,1
087.jpg,1
088.jpg,1
089.jpg,0
090.jpg,0
091.jpg,1
092.jpg,1
093.jpg,0
094.jpg,1
095.jpg,0
096.jpg,0
097.jpg,0
098.jpg,0
099.jpg,0
100.jpg,0
101.jpg,1
102.jpg,0
103.jpg,0
104.jpg,1
105.jpg,1
106.jpg,0
107.jpg,0
108.jpg,1
109.jpg,1
110.jpg,0
111.jpg,1
112.jpg,1
113.jpg,1
114.jpg,1
115.jpg,1
116.jpg,1
117.jpg,0
118.jpg,1
119.jpg,1
120.jpg,1
121.jpg,1
122.jpg,1
123.jpg,0
124.jpg,1
125.jpg,1
126.jpg,1
127.jpg,0
128.jpg,1
129.jpg,0
130.jpg,1
131.jpg,1
132.jpg,1
133.jpg,0
134.jpg,1
135.jpg,0
136.jpg,1
137.jpg,0
138.jpg,0
139.jpg,0
140.jpg,0
141.jpg,1
142.jpg,0
143.jpg,0
144.jpg,0
145.jpg,1
146.jpg,1
147.jpg,1
148.jpg,1
149.jpg,0
150.jpg,1
151.jpg,1
152.jpg,0
153.jpg,0
154.jpg,0
155.jpg,0
156.jpg,1
157.jpg,1
158.jpg,1
159.jpg,0
160.jpg,0
161.jpg,0
162.jpg,0
163.jpg,1
164.jpg,1
165.jpg,0
166.jpg,0
167.jpg,0
168.jpg,1
169.jpg,0
170.jpg,0
171.jpg,1
172.jpg,1
173.jpg,1
174.jpg,1
175.jpg,1
176.jpg,1
177.jpg,1
178.jpg,0
179.jpg,0
180.jpg,1
181.jpg,0
182.jpg,1
183.jpg,1
184.jpg,1
185.jpg,0
186.jpg,0
187.jpg,1
188.jpg,0
189.jpg,1
190.jpg,0
191.jpg,1
192.jpg,1
193.jpg,0
194.jpg,0
195.jpg,1
196.jpg,0
197.jpg,1
198.jpg,1
199.jpg,0
