filename,prediction,probability,logit
009.jpg,?,0.4395802617073059,-0.2428656369447708
014.jpg,?,0.2833685278892517,-0.9278134107589722
016.jpg,?,0.6100045442581177,0.44733133912086487
021.jpg,?,0.746841549873352,1.08183753490448
024.jpg,?,0.7314164638519287,1.0018208026885986
028.jpg,?,0.6795613169670105,0.7517565488815308
030.jpg,?,0.3850685656070709,-0.4680892825126648
031.jpg,?,0.46613994240760803,-0.13564765453338623
036.jpg,?,0.40170204639434814,-0.39837825298309326
038.jpg,?,0.3750319480895996,-0.510689377784729
040.jpg,?,0.7031073570251465,0.8621389865875244
041.jpg,?,0.3184809386730194,-0.7607614994049072
044.jpg,?,0.6388323903083801,0.5703000426292419
047.jpg,?,0.311267226934433,-0.7942014932632446
052.jpg,?,0.48056092858314514,-0.07779564708471298
054.jpg,?,0.3377196788787842,-0.6734728217124939
059.jpg,?,0.7065548300743103,0.8787097930908203
060.jpg,?,0.6529988646507263,0.6322473287582397
061.jpg,?,0.6734448671340942,0.7238075137138367
062.jpg,?,0.6459991335868835,0.6014988422393799
063.jpg,?,0.2819712460041046,-0.9347044229507446
064.jpg,?,0.7089542150497437,0.890310525894165
065.jpg,?,0.3429355025291443,-0.6502397060394287
067.jpg,?,0.6019008755683899,0.41339173913002014
068.jpg,?,0.49020037055015564,-0.03920344263315201
069.jpg,?,0.45766350626945496,-0.16975226998329163
072.jpg,?,0.6702195405960083,0.7091782689094543
074.jpg,?,0.6358075737953186,0.557213544845581
075.jpg,?,0.4578278660774231,-0.16909027099609375
076.jpg,?,0.5727691650390625,0.2931583821773529
079.jpg,?,0.4780244827270508,-0.08795872330665588
080.jpg,?,0.7391203045845032,1.0414013862609863
096.jpg,?,0.5422656536102295,0.16946713626384735
098.jpg,?,0.6392112374305725,0.5719424486160278
102.jpg,?,0.7492698431015015,1.094721794128418
104.jpg,?,0.7053571939468384,0.8729405999183655
106.jpg,?,0.6639977097511292,0.6811608672142029
110.jpg,?,0.568162202835083,0.2743569612503052
114.jpg,?,0.2962940037250519,-0.8650083541870117
116.jpg,?,0.7106001973152161,0.8983008861541748
118.jpg,?,0.37575802206993103,-0.5075926780700684
124.jpg,?,0.6156502366065979,0.4711260497570038
126.jpg,?,0.6280965805053711,0.5240598917007446
127.jpg,?,0.4134399890899658,-0.3497626483440399
129.jpg,?,0.7415611743927002,1.0540986061096191
131.jpg,?,0.7301766276359558,0.9955188035964966
135.jpg,?,0.502803385257721,0.011213744059205055
136.jpg,?,0.6247503161430359,0.5097603797912598
139.jpg,?,0.7478245496749878,1.0870434045791626
141.jpg,?,0.383454293012619,-0.47491195797920227
142.jpg,?,0.4099237024784088,-0.3642807900905609
143.jpg,?,0.5517825484275818,0.2078755646944046
144.jpg,?,0.4771260619163513,-0.09155967086553574
145.jpg,?,0.4704827666282654,-0.11820627003908157
149.jpg,?,0.5764076709747314,0.3080436885356903
150.jpg,?,0.5431931614875793,0.17320428788661957
151.jpg,?,0.49706557393074036,-0.011737911030650139
153.jpg,?,0.6763958930969238,0.7372576594352722
157.jpg,?,0.44555020332336426,-0.21866635978221893
159.jpg,?,0.47335612773895264,-0.10667658597230911
160.jpg,?,0.4217889904975891,-0.31543365120887756
162.jpg,?,0.2852022647857666,-0.9188010096549988
163.jpg,?,0.3071269094944,-0.8135858774185181
166.jpg,?,0.38764986395835876,-0.45720162987709045
167.jpg,?,0.48761826753616333,-0.04953720420598984
168.jpg,?,0.6726998090744019,0.720421314239502
169.jpg,?,0.32695478200912476,-0.7219905853271484
170.jpg,?,0.43666231632232666,-0.254719078540802
171.jpg,?,0.5187893509864807,0.07519286870956421
173.jpg,?,0.43530356884002686,-0.2602445185184479
174.jpg,?,0.3490631878376007,-0.6231595873832703
175.jpg,?,0.7271955609321594,0.9804401397705078
179.jpg,?,0.723716139793396,0.9629701972007751
182.jpg,?,0.4978507459163666,-0.008597170934081078
187.jpg,?,0.45432451367378235,-0.18321256339550018
188.jpg,?,0.32512155175209045,-0.7303335070610046
191.jpg,?,0.3157719075679779,-0.7732710838317871
199.jpg,?,0.7159325480461121,0.9243741631507874
